Loci	Mean_rho	Median	L95	U95
36488	0.94757	0.96084	0.0026	2.68008
36489	0.94732	0.96084	0.0026	2.68008
36490	0.95104	0.97591	0.00094	2.68008
36491	0.95316	0.97591	0.00094	2.68008
36492	0.95382	0.97591	9e-04	2.68008
36493	0.94986	0.96084	0.00139	2.68008
36494	0.94658	0.95913	0.00143	2.68008
36495	0.94873	0.96084	0.00079	2.68008
36496	0.94491	0.95913	0.00115	2.68008
36497	0.94346	0.95913	0.00097	2.68008
36498	0.94194	0.95844	0.0013	2.68008
36499	0.94674	0.97591	0.00199	2.68008
36500	0.94678	0.97591	0.002	2.68008
36501	0.94885	0.97591	0.00591	2.68008
36502	0.93983	0.95183	0.00139	2.68008
36503	0.93925	0.95112	0.00183	2.68008
36504	0.94097	0.95112	0.00255	2.68008
36505	0.94176	0.95112	0.00426	2.68008
36506	0.94267	0.91805	0.0039	2.68008
36507	0.9363	0.8543	0.00232	2.68008
36508	0.927	0.83716	0.00149	2.68008
36509	0.92123	0.82185	0.00194	2.68008
36510	0.92881	0.84241	0.00194	2.68008
36511	0.92862	0.84774	0.00139	2.68008
36512	0.92713	0.82185	0.00139	2.68008
36513	0.92704	0.82185	0.00189	2.68008
36514	0.92087	0.81427	0.00189	2.59771
36515	0.92469	0.81427	0.00189	2.59771
36516	0.92792	0.82185	0.00181	2.59771
36517	0.93095	0.83716	0.00258	2.59771
36518	0.93036	0.83716	0.00195	2.59771
36519	0.93032	0.83716	0.00174	2.59771
36520	0.93032	0.83716	0.00174	2.59771
36521	0.93032	0.83716	0.00174	2.59771
36522	0.92666	0.81427	0.00174	2.59771
36523	0.92794	0.82185	0.0012	2.59771
36524	0.92764	0.82185	0.0012	2.59771
36525	0.92775	0.82185	0.00212	2.59771
36526	0	0	0	0
36527	0.9311	0.82185	0.00172	2.59771
36528	0.9386	0.83716	0.00172	2.59771
36529	0.94075	0.83716	0.00218	2.68008
36530	0.94004	0.83716	0.00139	2.68008
36531	0.93994	0.83716	0.00115	2.68008
36532	0.93772	0.82185	0.00145	2.68008
36533	0.93686	0.82185	0.00133	2.68008
36534	0.93881	0.82185	0.00133	2.68008
36535	0.93881	0.82185	0.00133	2.68008
36536	0.93669	0.82185	0.00133	2.68008
36537	0.94066	0.84774	0.0014	2.68008
36538	0.93306	0.82664	0.0014	2.59771
36539	0.93161	0.82185	0.0014	2.59771
36540	0.93233	0.81427	0.00161	2.68008
36541	0.93226	0.81427	0.00145	2.68008
36542	0.9303	0.81427	0.00139	2.68008
36543	0.94446	0.82664	0.00161	2.76051
36544	0.94897	0.85274	0.00161	2.76051
36545	0.96207	0.87328	0.00017	2.76051
36546	0.9622	0.87328	0.00078	2.76051
36547	0.95794	0.85648	0.00139	2.76051
36548	0.96075	0.85648	0.00074	2.76051
36549	0.95908	0.85287	0.00074	2.76051
36550	0.96029	0.85287	0.00067	2.76051
36551	0	0	0	0
36552	0	0	0	0
36553	0.97232	0.90539	0.00067	2.76051
36554	0.98003	0.93178	0.00067	2.77746
36555	0.98088	0.93193	0.00067	2.76051
36556	0.97614	0.93193	0.00067	2.76051
36557	0.97351	0.93193	0.00067	2.68008
36558	0.98106	0.95183	0.00067	2.68008
36559	0.98104	0.95183	0.00067	2.68008
36560	0.98104	0.95183	0.00067	2.68008
36561	0.98107	0.95112	0.00509	2.68008
36562	0.9801	0.95112	0.00509	2.68008
36563	0.98605	0.95844	0.00173	2.68008
36564	1.00208	0.95913	0.00065	2.77746
36565	1.0053	0.97591	0.00103	2.77746
36566	1.00132	0.95844	0.00072	2.77746
36567	1.00077	0.95225	0.00156	2.77746
36568	1.02346	0.95913	0.00043	2.86701
36569	1.04637	0.95225	0.00033	2.992
36570	0	0	0	0
36571	0	0	0	0
36572	0	0	0	0
36573	1.0444	0.95225	0.00033	2.992
36574	1.05075	0.95844	0.0014	2.992
36575	1.04938	0.95844	0.0014	2.992
36576	1.06249	0.98063	0.0014	3.33807
36577	1.082	1.01561	0.0014	3.33807
36578	1.0784	0.99909	0.0014	3.33807
36579	1.07962	0.99909	0.0017	3.33807
36580	1.07956	0.99909	0.00143	3.33807
36581	1.08786	1.00204	0.00323	3.33807
36582	1.08781	1.00204	0.00323	3.33807
36583	1.08454	0.99909	0.00072	3.33807
36584	1.08131	0.99049	0.00138	3.33807
36585	1.0818	0.99049	0.00111	3.33807
36586	1.0818	0.99049	0.00173	3.33807
36587	1.08188	0.99049	0.0018	3.33807
36588	1.08131	0.99049	0.00089	3.03446
36589	1.08152	0.99049	0.00089	3.03446
36590	1.08268	0.99049	0.00108	3.03446
36591	1.08922	1.00204	0.00108	3.03446
36592	1.14066	1.03284	0.00241	3.45103
36593	1.13474	1.0264	0.00139	3.45103
36594	1.13289	1.0159	0.00236	3.45103
36595	1.13338	1.0159	0.00236	3.45103
36596	1.1389	1.0159	0.00236	3.45103
36597	1.13879	1.0159	0.00114	3.45103
36598	1.13694	1.0159	0.00114	3.45103
36599	1.13694	1.0159	0.00114	3.45103
36600	1.13917	1.0264	0.00144	3.45103
36601	1.13934	1.0264	0.00126	3.45103
36602	1.13534	1.0159	0.00119	3.45103
36603	1.13242	1.01561	0.00139	3.45103
36604	1.13239	1.01561	0.00139	3.45103
36605	1.13312	1.0159	0.00298	3.45103
36606	1.09737	1.01561	0.00112	3.45103
36607	1.09495	1.00204	0.00345	3.45103
36608	1.09411	0.99909	0.00127	3.45103
36609	1.07232	0.95913	0.00082	3.45103
36610	1.05316	0.95086	0.00082	3.45103
36611	1.02547	0.88691	0.00092	3.45103
36612	0.95646	0.74299	0.00092	3.45103
36613	0.87189	0.61228	0.00092	2.86243
36614	0.85561	0.56344	0.00123	2.86243
36615	0.85305	0.56207	0.00123	2.86243
36616	0.85312	0.56207	0.00123	2.86243
36617	0.86068	0.56207	0.0019	2.90421
36618	0.85831	0.55847	0.0019	2.90421
36619	0.86435	0.56207	0.0019	2.90421
36620	0.86369	0.56207	0.0019	2.90421
36621	0.86351	0.55847	0.00139	2.90421
36622	0.85288	0.54963	0.00134	2.90421
36623	0.84053	0.49426	0.00059	3.03446
36624	0.81815	0.45164	0.00099	3.03446
36625	0.77252	0.39893	0.00099	3.03446
36626	0.79049	0.38403	0.00073	3.40715
36627	0.73647	0.28204	0.00073	3.03446
36628	0.73793	0.28161	6e-04	3.03446
36629	0.72163	0.23045	6e-04	3.03446
36630	0.71825	0.22955	6e-04	3.03446
36631	0.71313	0.13714	6e-04	3.0643
36632	0.72256	0.13714	6e-04	3.1778
36633	0.72256	0.13714	6e-04	3.1778
36634	0.72256	0.13714	6e-04	3.1778
36635	0.72256	0.13714	6e-04	3.1778
36636	0.71875	0.10395	6e-04	3.1778
36637	0.71564	0.07503	0.00058	3.1778
36638	0.67345	0.01811	0.00038	3.1778
36639	0.60783	0.0092	0.00019	3.1778
36640	0.46968	0.006	0.00012	3.03446
36641	0.14436	0.00381	1e-04	1.71157
36642	0.03515	0.00318	1e-04	0.0889
36643	0.01336	0.00318	1e-04	0.04077
36644	0.01003	0.00318	1e-04	0.03139
36645	0.0061	0.00318	1e-04	0.03139
36646	0.0063	0.00387	1e-04	0.03139
36647	0.00612	0.00299	1e-04	0.03139
36648	0.00604	0.00299	1e-04	0.03139
36649	0.00612	0.00316	1e-04	0.03139
36650	0.00609	0.00316	1e-04	0.03139
36651	0.00623	0.00316	1e-04	0.03139
36652	0.00647	0.0038	1e-04	0.03139
36653	0.00653	0.0038	1e-04	0.03139
36654	0.00628	0.00372	1e-04	0.03139
36655	0.00628	0.00372	1e-04	0.03139
36656	0.00627	0.00372	1e-04	0.03139
36657	0.00621	0.00306	1e-04	0.03139
36658	0.00586	0.00295	1e-04	0.03139
36659	0.00593	0.00247	1e-04	0.03139
36660	0.0059	0.00318	1e-04	0.03139
36661	0.00609	0.00299	1e-04	0.03139
36662	0.00558	0.00262	1e-04	0.02829
36663	0.00599	0.0032	1e-04	0.02829
36664	0.00571	0.00289	1e-04	0.02829
36665	0.00555	0.00243	1e-04	0.02829
36666	0.00556	0.00243	1e-04	0.02829
36667	0.00558	0.00243	1e-04	0.02829
36668	0.0056	0.00243	1e-04	0.02829
36669	0.00567	0.00272	1e-04	0.02829
36670	0.00618	0.00318	1e-04	0.02829
36671	0.00632	0.00318	1e-04	0.03139
36672	0.00633	0.00327	1e-04	0.03139
36673	0.00632	0.00338	1e-04	0.03139
36674	0.00632	0.00338	1e-04	0.03139
36675	0	0	0	0
36676	0	0	0	0
36677	0.00619	0.00325	1e-04	0.03139
36678	0.00686	0.00459	1e-04	0.03139
36679	0.00686	0.00459	1e-04	0.03139
36680	0	0	0	0
36681	0.00661	0.00399	1e-04	0.03139
36682	0.0066	0.00399	1e-04	0.03139
36683	0.00622	0.00314	1e-04	0.03139
36684	0.00608	0.00294	1e-04	0.03139
36685	0.0062	0.00325	1e-04	0.03139
36686	0.00607	0.00294	1e-04	0.03139
36687	0.00607	0.00294	1e-04	0.03139
36688	0.00606	0.00294	1e-04	0.03139
36689	0.00584	0.00295	1e-04	0.03139
36690	0.0058	0.00299	1e-04	0.03139
36691	0.00582	0.00299	1e-04	0.03139
36692	0.00582	0.00299	1e-04	0.03139
36693	0.00574	0.00295	1e-04	0.03139
36694	0.00566	0.00289	1e-04	0.02829
36695	0.00565	0.00294	1e-04	0.02829
36696	0.00565	0.00294	1e-04	0.02829
36697	0.0056	0.00281	1e-04	0.02829
36698	0.00554	0.00245	1e-04	0.02829
36699	0.00559	0.00245	1e-04	0.02829
36700	0.00578	0.00316	1e-04	0.02829
36701	0.00607	0.00366	1e-04	0.02829
36702	0.00618	0.00402	1e-04	0.02829
36703	0.00577	0.00299	1e-04	0.02829
36704	0.00564	0.00295	1e-04	0.02829
36705	0.00563	0.00295	1e-04	0.02829
36706	0.00583	0.00295	1e-04	0.02829
36707	0.00575	0.00294	1e-04	0.02829
36708	0.00548	0.00273	1e-04	0.02829
36709	0.00563	0.00272	1e-04	0.02829
36710	0.00582	0.00273	1e-04	0.02829
36711	0.00602	0.00301	1e-04	0.02829
36712	0.00602	0.00301	1e-04	0.02829
36713	0.00596	0.00273	1e-04	0.02829
36714	0.00607	0.00301	1e-04	0.02829
36715	0.00689	0.0035	1e-04	0.02843
36716	0.00903	0.00428	1e-04	0.03614
36717	0.00786	0.00325	1e-04	0.03614
36718	0.00777	0.00335	1e-04	0.03614
36719	0.00777	0.00335	1e-04	0.03614
36720	0	0	0	0
36721	0	0	0	0
36722	0	0	0	0
36723	0	0	0	0
36724	0.00678	0.00349	1e-04	0.02863
36725	0.00682	0.0035	1e-04	0.02863
36726	0.00687	0.0038	1e-04	0.02863
36727	0.00675	0.00349	1e-04	0.02863
36728	0.00675	0.00349	1e-04	0.02863
36729	0.00716	0.0042	1e-04	0.02863
36730	0.00631	0.00309	1e-04	0.02863
36731	0.00641	0.00309	1e-04	0.02863
36732	0.00592	0.00295	1e-04	0.02829
36733	0.00573	0.00245	1e-04	0.02829
36734	0.00564	0.00245	1e-04	0.02829
36735	0.0056	0.00245	1e-04	0.02829
36736	0.00561	0.00245	1e-04	0.02829
36737	0.00587	0.00291	1e-04	0.02829
36738	0.0057	0.00245	1e-04	0.02829
36739	0.00591	0.00328	1e-04	0.02829
36740	0.006	0.00349	1e-04	0.02829
36741	0.00617	0.0038	1e-04	0.02829
36742	0.006	0.00343	1e-04	0.02829
36743	0.0057	0.00289	1e-04	0.02829
36744	0.0057	0.00289	1e-04	0.02829
36745	0.00574	0.00289	1e-04	0.02829
36746	0.00572	0.00245	1e-04	0.02829
36747	0.00575	0.00245	1e-04	0.02829
36748	0.00575	0.00245	1e-04	0.02829
36749	0.00575	0.00245	1e-04	0.02829
36750	0.00576	0.00245	1e-04	0.02829
36751	0.00576	0.00245	1e-04	0.02829
36752	0.00568	0.00245	1e-04	0.02829
36753	0.00568	0.00245	1e-04	0.02829
36754	0.0057	0.00247	1e-04	0.02829
36755	0.00603	0.00372	1e-04	0.02829
36756	0.00605	0.00305	1e-04	0.02829
36757	0.00583	0.00273	1e-04	0.02829
36758	0.00583	0.00273	1e-04	0.02829
36759	0.00583	0.00276	1e-04	0.02829
36760	0.0058	0.00258	1e-04	0.02829
36761	0.00582	0.00257	1e-04	0.02829
36762	0.00591	0.00295	1e-04	0.02829
36763	0.00576	0.00251	1e-04	0.02829
36764	0.00628	0.00396	1e-04	0.02829
36765	0.00614	0.00381	1e-04	0.02829
36766	0.00581	0.00295	1e-04	0.02829
36767	0.00576	0.00245	1e-04	0.02829
36768	0	0	0	0
36769	0	0	0	0
36770	0	0	0	0
36771	0	0	0	0
36772	0.00579	0.00262	1e-04	0.02829
36773	0	0	0	0
36774	0	0	0	0
36775	0.0058	0.00262	1e-04	0.02829
36776	0.00578	0.00262	1e-04	0.02829
36777	0.00612	0.00373	1e-04	0.02829
36778	0.00582	0.00304	1e-04	0.02829
36779	0.00616	0.00343	1e-04	0.02829
36780	0.0062	0.00356	1e-04	0.02829
36781	0.00622	0.00356	1e-04	0.02829
36782	0.00612	0.00325	1e-04	0.02829
36783	0.00603	0.00316	1e-04	0.02829
36784	0.00892	0.00448	1e-04	0.02829
36785	0.0061	0.00328	1e-04	0.02829
36786	0.00609	0.00328	1e-04	0.02829
36787	0.00602	0.00328	1e-04	0.02829
36788	0.00603	0.00328	1e-04	0.02829
36789	0.00601	0.00316	1e-04	0.02829
36790	0.00592	0.00316	1e-04	0.02829
36791	0.00593	0.00316	1e-04	0.02829
36792	0.00592	0.00316	1e-04	0.02829
36793	0.00588	0.00316	1e-04	0.02829
36794	0.00597	0.00316	1e-04	0.02829
36795	0.00584	0.00316	1e-04	0.02829
36796	0.00597	0.00316	1e-04	0.02829
36797	0.00597	0.00316	1e-04	0.02829
36798	0.00594	0.00299	1e-04	0.02829
36799	0.00593	0.00299	1e-04	0.02829
36800	0.00591	0.00299	1e-04	0.02829
36801	0.00583	0.00287	1e-04	0.02829
36802	0.00857	0.00281	1e-04	0.03139
36803	0.00904	0.00289	1e-04	0.03524
36804	0.02836	0.00294	1e-04	0.23437
36805	0.05553	0.00309	1e-04	0.8221
36806	0.08371	0.00349	1e-04	0.93821
36807	0.09477	0.0038	1e-04	0.96387
36808	0.13777	0.00396	1e-04	1.14554
36809	0.17024	0.00414	1e-04	1.29747
36810	0.24072	0.00457	1e-04	1.95989
36811	0.37055	0.00846	0.00044	2.32701
36812	0.40884	0.01025	0.00058	2.32701
36813	0.42411	0.01167	6e-04	2.32701
36814	0.42639	0.01112	6e-04	2.17508
36815	0.44368	0.01139	6e-04	2.32701
36816	0.47003	0.01167	6e-04	2.34533
36817	0.47991	0.01223	6e-04	2.34533
36818	0.48331	0.0137	6e-04	2.34533
36819	0	0	0	0
36820	0.48831	0.0137	0.00057	2.34533
36821	0.49064	0.0137	6e-04	2.34533
36822	0.49139	0.0137	6e-04	2.34533
36823	0.49661	0.0137	6e-04	2.34533
36824	0.50056	0.0137	6e-04	2.34533
36825	0.50073	0.0137	6e-04	2.34533
36826	0.53073	0.0137	6e-04	2.75484
36827	0.53067	0.0137	6e-04	2.75484
36828	0.56554	0.01466	6e-04	2.79723
36829	0.57344	0.01564	6e-04	2.79723
36830	0.58945	0.01594	6e-04	2.79723
36831	0.63095	0.02205	0.00046	2.81962
36832	0.65607	0.02615	0.00046	2.81962
36833	0.67182	0.08466	0.00046	2.81962
36834	0.69632	0.31268	6e-04	2.81962
36835	0.70881	0.33344	6e-04	2.91321
36836	0.70887	0.33344	6e-04	2.91321
36837	0.71249	0.35635	6e-04	2.91321
36838	0.72492	0.43068	6e-04	2.91321
36839	0.73619	0.44924	0.00049	2.91321
36840	0.78036	0.48782	0.00057	3.04991
36841	0.78033	0.48782	6e-04	3.04991
36842	0.7772	0.48782	6e-04	3.04991
36843	0.77731	0.48782	6e-04	3.04991
36844	0.78235	0.49787	6e-04	3.04991
36845	0.78291	0.49787	0.00057	3.04991
36846	0.78305	0.48782	0.00049	3.04991
36847	0.78433	0.48782	0.00057	3.04991
36848	0.78767	0.48782	6e-04	3.04991
36849	0.78751	0.48782	0.00021	3.04991
36850	0.78453	0.49787	0.00021	3.04991
36851	0.78462	0.49787	6e-04	3.04991
36852	0.78466	0.49787	6e-04	3.04991
36853	0.7872	0.50099	6e-04	3.04991
36854	0.78662	0.50099	6e-04	3.04991
36855	0.7874	0.50099	6e-04	3.04991
36856	0.80268	0.53303	0.00061	3.04991
36857	0.79733	0.5074	0.00061	3.04991
36858	0	0	0	0
36859	0.82326	0.60575	0.00061	3.04991
36860	0.82422	0.57864	0.00061	3.04991
36861	0.81174	0.56821	0.00061	3.04991
36862	0.81385	0.571	0.00061	3.04991
36863	0	0	0	0
36864	0.81501	0.571	0.00061	3.04991
36865	0.81992	0.60575	0.00058	3.04991
36866	0.81993	0.60575	0.00044	3.04991
36867	0.82026	0.60575	0.00044	3.04991
36868	0.81459	0.60051	0.00061	3.04991
36869	0.81016	0.60051	0.00061	3.04991
36870	0.80349	0.57864	0.00061	2.94726
36871	0.80302	0.57864	0.00061	2.94726
36872	0.80302	0.57864	0.00061	2.94726
36873	0.79302	0.56047	0.00061	2.94726
36874	0.79328	0.56047	0.00061	2.94726
36875	0.79219	0.55664	0.00061	2.94726
36876	0.79203	0.55664	0.00061	2.94726
36877	0.78647	0.55112	0.00061	2.94726
36878	0.78604	0.54935	0.00061	2.94726
36879	0.79007	0.55112	0.00061	2.94726
36880	0.78771	0.54935	0.00061	2.94726
36881	0.80063	0.56047	0.00061	2.94726
36882	0.79344	0.55664	0.00061	2.94726
36883	0.79092	0.55539	0.00061	2.94726
36884	0.78211	0.55112	0.00061	2.79723
36885	0.76327	0.54935	0.00061	2.75484
36886	0.76277	0.54935	0.00061	2.75484
36887	0.77273	0.55112	0.00061	2.76591
36888	0.77417	0.55112	0.00061	2.76591
36889	0.77423	0.55112	0.00061	2.76591
36890	0.77743	0.55539	0.00061	2.76591
36891	0.76863	0.54935	0.00061	2.75484
36892	0.7697	0.54935	0.00061	2.75484
36893	0.77425	0.55664	0.00061	2.75484
36894	0.78076	0.55664	0.00061	2.75484
36895	0.77355	0.55112	0.00061	2.75484
36896	0.77116	0.55112	0.00061	2.49004
36897	0.74798	0.55112	0.00061	2.457
36898	0.74662	0.54935	0.00061	2.457
36899	0.72924	0.50584	0.00061	2.40147
36900	0.72946	0.50584	0.00061	2.40147
36901	0.73049	0.50584	0.00031	2.40147
36902	0.73629	0.5074	0.00061	2.41472
36903	0.73805	0.5074	0.00061	2.41472
36904	0.74184	0.54935	0.00061	2.40147
36905	0.75402	0.56047	0.00061	2.40147
36906	0.7256	0.50337	0.00029	2.35339
36907	0.7175	0.49484	0.00015	2.35339
36908	0.64707	0.44396	0.00011	2.21702
36909	0.59718	0.35629	0.00011	2.17508
36910	0.53772	0.22122	0.00011	2.17123
36911	0.48815	0.03054	0.00011	2.17123
36912	0.33792	0.00139	8e-05	1.99801
36913	0.22191	0.00117	6e-05	1.99801
36914	0	0	0	0
36915	0	0	0	0
36916	0.15356	0.00107	5e-05	1.40788
36917	0.07494	0.00066	5e-05	0.80035
36918	0.04715	0.00066	5e-05	0.62502
36919	0.03133	0.00061	5e-05	0.55664
36920	0.00184	0.00062	5e-05	0.00524
36921	0.00188	0.00062	5e-05	0.00524
36922	0.00188	0.00062	5e-05	0.00524
36923	0	0	0	0
36924	0	0	0	0
36925	0	0	0	0
36926	0.00173	0.00062	5e-05	0.00582
36927	0.00185	0.00062	5e-05	0.01256
36928	0	0	0	0
36929	0.00173	0.00062	5e-05	0.01256
36930	0.00173	0.00062	5e-05	0.01256
36931	0	0	0	0
36932	0.00186	0.00062	5e-05	0.01256
36933	0.00186	0.00062	5e-05	0.01256
36934	0.00187	0.00062	5e-05	0.01256
36935	0.00189	0.00062	5e-05	0.01256
36936	0.00181	0.00062	5e-05	0.01256
36937	0.00181	0.00062	5e-05	0.01256
36938	0.00185	0.00062	5e-05	0.01256
36939	0.00182	0.00062	5e-05	0.01256
36940	0.00259	0.00062	5e-05	0.01666
36941	0.00267	0.00062	5e-05	0.01666
36942	0.00268	0.00062	5e-05	0.01666
36943	0.00268	0.00062	5e-05	0.01666
36944	0.00268	0.00062	5e-05	0.01666
36945	0.00317	0.00062	5e-05	0.01666
36946	0.00472	0.00062	5e-05	0.03112
36947	0.00472	0.00062	5e-05	0.03112
36948	0.00188	0.00062	5e-05	0.01256
36949	0.00192	0.00062	5e-05	0.01256
36950	0.0019	0.00062	5e-05	0.01256
36951	0.00193	0.00062	5e-05	0.01256
36952	0.00187	0.00062	5e-05	0.01256
36953	0.00187	0.00062	5e-05	0.01256
36954	0.00191	0.00062	5e-05	0.01256
36955	0.00171	0.00062	5e-05	0.01256
36956	0.00204	0.00062	5e-05	0.01907
36957	0.00205	0.00062	5e-05	0.01907
36958	0.00205	0.00062	5e-05	0.01907
36959	0.00205	0.00062	5e-05	0.01907
36960	0.00206	0.00062	5e-05	0.01907
36961	0	0	0	0
36962	0	0	0	0
36963	0	0	0	0
36964	0	0	0	0
36965	0.00212	0.00062	5e-05	0.01907
36966	0.00179	0.00062	5e-05	0.01256
36967	0.00201	0.00062	5e-05	0.01256
36968	0.00195	0.00062	5e-05	0.01256
36969	0.00195	0.00062	5e-05	0.01256
36970	0.00195	0.00062	5e-05	0.01256
36971	0.00195	0.00062	5e-05	0.01256
36972	0.00191	0.00062	5e-05	0.01256
36973	0.00174	0.00062	5e-05	0.01256
36974	0.00155	0.00062	5e-05	0.00487
36975	0.00151	0.00062	5e-05	0.00487
36976	0.00152	0.00062	5e-05	0.00487
36977	0.00159	0.00062	5e-05	0.00621
36978	0.00159	0.00062	5e-05	0.00621
36979	0.00197	0.00062	5e-05	0.00643
36980	0.00282	0.00062	5e-05	0.01832
36981	0.00138	0.00058	5e-05	0.01124
36982	0.00133	0.00058	5e-05	0.01124
36983	0.0014	0.00061	5e-05	0.00931
36984	0.00149	0.00062	5e-05	0.00389
36985	0.00116	0.00062	5e-05	0.00377
36986	0.00112	0.00062	5e-05	0.00286
36987	0.00112	0.00062	5e-05	0.00286
36988	0.00112	0.00062	5e-05	0.00322
36989	0.00109	0.00062	5e-05	0.00286
36990	0.00105	0.00062	5e-05	0.00286
36991	0.00105	0.00062	5e-05	0.00286
36992	0.00129	0.00062	5e-05	0.00522
36993	0.00112	0.00062	5e-05	0.00288
36994	0.00107	0.00062	5e-05	0.00361
36995	0.0012	0.00062	5e-05	0.00438
36996	0.00124	0.00062	5e-05	0.00438
36997	0.00124	0.00062	5e-05	0.00438
36998	0.00124	0.00062	5e-05	0.00438
36999	0.00126	0.00062	5e-05	0.00438
37000	0.00102	0.00062	5e-05	0.00258
37001	0.00116	0.00062	5e-05	0.00371
37002	0.00118	0.00062	5e-05	0.00583
37003	0.00138	0.00062	5e-05	0.00636
37004	0.00143	0.00062	5e-05	0.00636
37005	0.00136	0.00062	5e-05	0.00636
37006	0.00135	0.00062	5e-05	0.00636
37007	0.00138	0.00062	5e-05	0.00636
37008	0	0	0	0
37009	0.0013	0.00059	5e-05	0.00636
37010	0.0013	0.00059	5e-05	0.00636
37011	0.0013	0.00059	5e-05	0.00636
37012	0.00152	0.00062	5e-05	0.00636
37013	0.00152	0.00062	5e-05	0.00636
37014	0.0015	0.00062	5e-05	0.00636
37015	0.00206	0.00062	5e-05	0.0156
37016	0.00209	0.00062	5e-05	0.0156
37017	0.0018	0.00062	5e-05	0.00986
37018	0.00168	0.00062	5e-05	0.00694
37019	0.00153	0.00062	5e-05	0.00926
37020	0.00201	0.00062	5e-05	0.01419
37021	0.00255	0.00062	5e-05	0.01306
37022	0.00227	0.00062	5e-05	0.01306
37023	0.00214	0.00062	5e-05	0.01217
37024	0.00208	0.00062	5e-05	0.01217
37025	0.00214	0.00062	5e-05	0.01217
37026	0.00123	0.00062	5e-05	0.00265
37027	0.00113	6e-04	5e-05	0.00265
37028	0	0	0	0
37029	0	0	0	0
37030	0.00146	0.00062	5e-05	0.01157
37031	0	0	0	0
37032	0	0	0	0
37033	0.00146	0.00062	5e-05	0.01157
37034	0.00146	0.00062	5e-05	0.01157
37035	0.00157	0.00062	5e-05	0.01157
37036	0.00237	0.00062	5e-05	0.01905
37037	0.00222	0.00057	5e-05	0.01905
37038	0.00266	0.00062	5e-05	0.01905
37039	0.00375	0.00062	5e-05	0.01905
37040	0.00281	0.00062	5e-05	0.01427
37041	0.00254	0.00062	5e-05	0.01424
37042	0.0024	0.00062	5e-05	0.01424
37043	0.00203	0.00062	5e-05	0.00994
37044	0.00199	0.00062	5e-05	0.00959
37045	0.00197	0.00062	5e-05	0.01471
37046	0.00179	0.00062	5e-05	0.01471
37047	0.00179	0.00062	5e-05	0.01471
37048	0.00157	0.00062	5e-05	0.00604
37049	0.00152	0.00062	5e-05	0.00604
37050	0.0015	0.00062	5e-05	0.00604
37051	0.00153	0.00062	5e-05	0.00604
37052	0.00153	0.00062	5e-05	0.00604
37053	0.0015	0.00062	5e-05	0.00604
37054	0.00139	0.00062	5e-05	0.00542
37055	0.0014	0.00062	5e-05	0.00542
37056	0.00115	0.00054	5e-05	0.00542
37057	0.0016	0.00054	5e-05	0.00542
37058	0.00274	0.00062	5e-05	0.0209
37059	0.00174	0.00062	5e-05	0.00995
37060	0.00166	0.00062	5e-05	0.00995
37061	0.00153	0.00062	5e-05	0.00633
37062	0.00151	0.00062	5e-05	0.00633
37063	0.00132	0.00062	5e-05	0.0052
37064	0.00132	0.00062	5e-05	0.0052
37065	0.0013	0.00062	5e-05	0.0052
37066	0.00119	0.00062	5e-05	0.0052
37067	0.00117	0.00062	5e-05	0.0052
37068	0.00117	0.00062	5e-05	0.0052
37069	0.00089	0.00042	5e-05	0.0052
37070	0.00091	0.00058	5e-05	0.0052
37071	0.001	0.00062	5e-05	0.00619
37072	0.00101	0.00062	5e-05	0.00619
37073	0.00102	0.00062	5e-05	0.00619
37074	0.00104	0.00062	5e-05	0.00619
37075	0.00104	0.00062	5e-05	0.00619
37076	0.00097	0.00059	5e-05	0.00619
37077	0.00098	0.00062	5e-05	0.00619
37078	0.00108	0.00062	5e-05	0.00619
37079	0.00109	0.00062	5e-05	0.00619
37080	0.00216	0.00062	5e-05	0.01716
37081	0.0015	0.00062	5e-05	0.01129
37082	0.00148	0.00062	5e-05	0.01129
37083	0.00135	0.00062	5e-05	0.01129
37084	0.00113	0.00062	5e-05	0.00446
37085	0.00106	0.00058	5e-05	0.00399
37086	0	0	0	0
37087	0.00104	0.00057	5e-05	0.00399
37088	0.00098	6e-04	5e-05	0.00234
37089	0.00111	6e-04	5e-05	0.00273
37090	0.00112	6e-04	5e-05	0.00286
37091	0.00112	6e-04	5e-05	0.00286
37092	0.00115	6e-04	5e-05	0.00325
37093	0.00121	0.00062	5e-05	0.00468
37094	0.00108	0.00062	5e-05	0.00482
37095	0.00113	0.00062	5e-05	0.00528
37096	0.00164	0.00062	5e-05	0.01292
37097	0.00323	0.00062	5e-05	0.02606
37098	0.00091	6e-04	5e-05	0.00455
37099	0.00091	6e-04	5e-05	0.00455
37100	0.00121	0.00062	5e-05	0.00481
37101	0.00121	0.00062	5e-05	0.00481
37102	0.00121	0.00062	5e-05	0.00481
37103	0.00123	0.00062	5e-05	0.00481
37104	0.00126	0.00062	5e-05	0.00481
37105	0.00118	0.00062	5e-05	0.00481
37106	0.00123	0.00062	5e-05	0.00481
37107	0.00123	0.00062	5e-05	0.00481
37108	0.00122	0.00062	5e-05	0.00481
37109	0.00113	0.00062	5e-05	0.00481
37110	0.00113	0.00062	5e-05	0.00481
37111	0.00108	0.00062	5e-05	0.00481
37112	0.00185	0.00062	5e-05	0.00726
37113	0.00113	0.00062	5e-05	0.00481
37114	0.00132	0.00062	5e-05	0.00481
37115	0.00132	0.00062	5e-05	0.00481
